school_name,official_school_code,short_name,school_type,sector,region,province,city,website,address,directory_source,is_active
ACLC College of Calapan,17007,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Calapan City, Oriental Mindoro",CHED,true
Ark of the Covenant Montessori Chamber of Learning College,4283,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Victoria, Oriental Mindoro",CHED,true
Baco Community College,17018,,Local Government College/University,,MIMAROPA Region,,,,"Baco, Oriental Mindoro",CHED,true
City College of Calapan,17010,,Local Government College/University,,MIMAROPA Region,,,,"Calapan City, Oriental Mindoro",CHED,true
Clarendon College,4266,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Roxas, Oriental Mindoro",CHED,true
Colegio De Naujan,NEW,,Local Government College/University,,MIMAROPA Region,,,,"Naujan, Oriental Mindoro",CHED,true
Colegio de Puerto Galera,17025,,Local Government College/University,,MIMAROPA Region,,,,"Puerto Galera, Oriental Mindoro",CHED,true
Colegio De San Sebastian-Sablayan,4016,,Private Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Sablayan, Occidental Mindoro",CHED,true
Divine Word College of Calapan,4021,,Private Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Calapan City, Oriental Mindoro",CHED,true
Divine Word College of San Jose,4022,,Private Sectarian Non-Stock,Private,MIMAROPA Region,,,,"San Jose, Occidental Mindoro",CHED,true
Eastern Mindoro College,4029,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Bongabong, Oriental Mindoro",CHED,true
Educational Systems Technological Institute,4140,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Boac , Marinduque",CHED,true
EMA EMITS College Philippines,4030,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Pinamalayan, Oriental Mindoro",CHED,true
Erhard Science and Technological Institute-Oriental Mindoro,17019,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Gloria, Oriental Mindoro",CHED,true
Erhard Systems Technological Institute,17003,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Odiongan, Romblon",CHED,true
Fullbright College,4168,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
Grace Mission College,4034,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Alag, Socorro, Oriental Mindoro",CHED,true
Holy Trinity University,4037,,Private Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
Innovative College of Science and Technology,04331b,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Bongabong, Oriental Mindoro",CHED,true
Institute of Business Science and Medical Arts,17004,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Pinamalayan, Oriental Mindoro",CHED,true
John Paul College,4202,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Roxas, Oriental Mindoro",CHED,true
Luna Goco Colleges-Calapan,4053,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Calapan City, Oriental Mindoro",CHED,true
Malindig Institute Foundation,17020,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Boac , Marinduque",CHED,true
Marinduque Midwest College,4174,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Gasan, Marinduque",CHED,true
Marinduque State University-Gasan Campus,4203,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Gasan, Marinduque",CHED,true
Marinduque State University-Main Campus,4058,,Chartered State College/University (Main),,MIMAROPA Region,,,,"Boac , Marinduque",CHED,true
Marinduque State University-Sta. Cruz Campus,4204,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Santa Cruz, Marinduque",CHED,true
Marinduque State University-Torrijos Campus,4063,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Torrijos, Marinduque",CHED,true
Mina de Oro Institute of Science and Technology,4273,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Victoria, Oriental Mindoro",CHED,true
Mindoro State University-Bongabong Campus,4178,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Bongabong, Oriental Mindoro",CHED,true
Mindoro State University-Calapan City Campus,4163,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Calapan City, Oriental Mindoro",CHED,true
Mindoro State University-Main Campus,4060,,Chartered State College/University (Main),,MIMAROPA Region,,,,"Victoria, Oriental Mindoro",CHED,true
Occidental Mindoro State College,4069,,Chartered State College/University (Main),,MIMAROPA Region,,,,"San Jose, Occidental Mindoro",CHED,true
Occidental Mindoro State College-Labangan Campus,4142,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"San Jose, Occidental Mindoro",CHED,true
Occidental Mindoro State College-Lubang Campus,17022,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Lubang, Occidental Mindoro",CHED,true
Occidental Mindoro State College-Mamburao,04179a,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Mamburao , Occidental Mindoro",CHED,true
Occidental Mindoro State College-Murtha Campus,4179,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,Occidental Mindoro,CHED,true
Occidental Mindoro State College-Sablayan Campus,04179b,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Sablayan, Occidental Mindoro",CHED,true
Palawan Polytechnic College Inc.,4074,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
Palawan State University,4075,,Chartered State College/University (Main),,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
Palawan State University- Balabac,04075c,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Balabac, Palawan",CHED,true
Palawan State University- Brooke's Point,4207,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Brooke'S Point, Palawan",CHED,true
Palawan State University-Araceli,4206,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Araceli, Palawan",CHED,true
Palawan State University-Bataraza,04075d,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Bataraza, Palawan",CHED,true
Palawan State University-Coron,4208,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Coron, Palawan",CHED,true
Palawan State University-Cuyo,4209,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Cuyo, Palawan",CHED,true
Palawan State University-Dumaran,04075b,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Dumaran, Palawan",CHED,true
Palawan State University-Linapacan,17011,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Linapacan, Palawan",CHED,true
Palawan State University-Narra,04075a,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Narra, Palawan",CHED,true
"Palawan State University-New Ibajay, El Nido",4243,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"El Nido, Palawan",CHED,true
Palawan State University-Quezon,4210,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Quezon, Palawan",CHED,true
Palawan State University-Rizal,4259,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Rizal, Palawan",CHED,true
Palawan State University-Roxas,4211,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Roxas, Palawan",CHED,true
"Palawan State University-San Rafael, Puerto Princesa City",17012,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
Palawan State University-San Vicente,17016,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"San Vicente, Palawan",CHED,true
Palawan State University-Sofronio Española,04075e,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Sofronio Española, Palawan",CHED,true
Palawan State University-Taytay,4212,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Taytay, Palawan",CHED,true
Palawan Technological College,4302,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
"Paradigm Colleges of Science and Technology, Inc.",17002,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Roxas, Oriental Mindoro",CHED,true
Philippine Central Islands College Foundation,17006,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"San Jose, Occidental Mindoro",CHED,true
"Pinamalayan Maritime Foundation and Technological College, Inc.",17008,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Pinamalayan, Oriental Mindoro",CHED,true
Pola Community College,17023,,Local Government College/University,,MIMAROPA Region,,,,"Pola, Oriental Mindoro",CHED,true
Polytechnic University of the Philippines-Bansud Campus,13155m,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Bansud, Oriental Mindoro",CHED,true
Polytechnic University of the Philippines-Sablayan Campus,13155o,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Sablayan, Occidental Mindoro",CHED,true
Prince of Peace College Inc.,4193,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Puerto Galera, Oriental Mindoro",CHED,true
Romblon State University-Cajidiocan Campus,4216,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Cajidiocan, Romblon",CHED,true
Romblon State University-Calatrava Campus,4213,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Calatrava, Romblon",CHED,true
Romblon State University-Main,4094,,Chartered State College/University (Main),,MIMAROPA Region,,,,"Odiongan, Romblon",CHED,true
Romblon State University-Romblon Campus,04219a,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Romblon , Romblon",CHED,true
Romblon State University-San Agustin Campus,4215,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"San Agustin, Romblon",CHED,true
Romblon State University-San Andres Campus,4093,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"San Andres, Romblon",CHED,true
Romblon State University-San Fernando Campus,4152,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"San Fernando, Romblon",CHED,true
Romblon State University-San Jose Campus,17013,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"San Jose, Romblon",CHED,true
Romblon State University-Sta. Fe Campus,4217,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Santa Fe, Romblon",CHED,true
Romblon State University-Sta. Maria Campus,4218,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Santa Maria, Romblon",CHED,true
Saint Augustine Seminary,4100,,Private Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Calapan City, Oriental Mindoro",CHED,true
"San Brendan College, Inc.",17024,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Taytay, Palawan",CHED,true
San Francisco Javier College-AR of Narra,4110,,Private Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Narra, Palawan",CHED,true
San Lorenzo Ruiz Seminary,4236,,Private Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Odiongan, Romblon",CHED,true
Santa Cruz Institute-Marinduque,4117,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Santa Cruz, Marinduque",CHED,true
Seminario De San Jose,4118,,Private Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
"Southwestern College of Maritime, Business and Technology Inc.",17021,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Calapan City, Oriental Mindoro",CHED,true
Southwestern Institute of Business and Technology,17001,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Pinamalayan, Oriental Mindoro",CHED,true
St. Anthony College-Calapan City,04332b,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Calapan City, Oriental Mindoro",CHED,true
St. Mary's College of Marinduque,4040,,Private Non-Sectarian Non-Stock,Private,MIMAROPA Region,,,,"Boac , Marinduque",CHED,true
STI College-Puerto Princesa,17009,,Private Non-Sectarian Stock,Private,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
Western Philippines University,4073,,Chartered State College/University (Main),,MIMAROPA Region,,,,"Aborlan, Palawan",CHED,true
Western Philippines University-Busuanga,04073b,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Busuanga, Palawan",CHED,true
Western Philippines University-Culion,04073c,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Culion, Palawan",CHED,true
Western Philippines University-El Nido,04073a,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"El Nido, Palawan",CHED,true
Western Philippines University-Puerto Princesa,4227,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Puerto Princesa City, Palawan",CHED,true
Western Philippines University-Quezon,04073d,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Quezon, Palawan",CHED,true
Western Philippines University-Rio Tuba,04073e,,Chartered State College/University (Satellite Campus),,MIMAROPA Region,,,,"Bataraza, Palawan",CHED,true
"ABE International Business College - Campus, Inc.",13329,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"328 The Big Orange Building, EDSA, Caloocan City, Caloocan City, Metro Manila",CHED,true
ABE International Business College - Commonwealth,13386,,"Others, please specify",,National Capital Region (NCR),,,,"#1 Villongco St., Commonwealth Avenue, Quezon City, Quezon City, Metro Manila",CHED,true
ABE International Business College - Makati,13383,,"Others, please specify",,National Capital Region (NCR),,,,"#95 Sen. Gil Puyat Ave., Brgy. Palanan, Makati City, Makati City, Metro Manila",CHED,true
"ABE International Business College, Commonwealth, Inc.",N_0019,,"Others, please specify",,National Capital Region (NCR),,,,"Lot 3, Block 9, Neopolitan Business park Pasong Putik, Quezon City, Quezon City, Metro Manila",CHED,true
"ABE International College of Business and Accountancy Inc. - Cubao, Quezon City",13308,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Aurora Boulevard, Cubao, Quezon City, Metro Manila",CHED,true
"ABE International College of Business and Accountancy, Taft",13350,,"Others, please specify",,National Capital Region (NCR),,,,"1336 West East Center Building, corner Padre Faura, Ermita, Manila, City of Manila, Metro Manila",CHED,true
ABE International College of Business and Economics - Las Pinas City,13309,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"RCS Bldg III, Zapote, Alabang Road, Pamplona, Las Pinas City, Las Piñas City, Metro Manila",CHED,true
ABE International College of Business and Economics - Manila Inc.,13256,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"2578 Legarda Avenue, Sampaloc, Metro Manila, City of Manila, Metro Manila",CHED,true
Abraham Dumlao Colleges of the Philippines,13214,,"Others, please specify",,National Capital Region (NCR),,,,"# 12 Salvia St. Â Dominic Subd., Brgy. Kaligayahan, Novaliches, Quezon City., Quezon City, Metro Manila",CHED,true
"Access Computer & Technical Colleges (Camarin, Caloocan City) Inc.",13407,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"9 Zabarte Road, Barangay 177, Camarin, Caloocan City, Metro Manila",CHED,true
"Access Computer & Technical Colleges (Cubao, Postdam Q.C.), Inc.",13321,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"941 Aurora Blvd., corner Potsdam St., Cubao, Quezon City, Metro Manila",CHED,true
"Access Computer & Technical Colleges (Lagro, Quirino Q.C.) Inc.",13384,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"2/F & 3/F Altan Building, 1056 Quirino Highway, Lagro, Quezon City, Metro Manila",CHED,true
"Access Computer and Technical Colleges, Inc., Manila",13301,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"2nd & 3rd Floor ACCESS Main Bldg., C.M. Recto cor. Quezon Blvd., Manila, City of Manila, Metro Manila",CHED,true
Access Kapasigan Pasig Computer and Technical College,N_0005,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"17C-0915 Dr. Alcade Jose Street Kapasigan, Pasig City, Pasig City, Metro Manila",CHED,true
ACLC College of Commonwealth,13456,,"Others, please specify",,National Capital Region (NCR),,,,"Lot 31 Blk 11 Lirio Bldg. Brgy. Holy Spirit, Commonwealth Ave., Quezon City, Metro Manila",CHED,true
